"id","idhous00","age00","educat00","civsta00","nbadul00","nbkid00","aoldki00","ayouki00","region00","com2.00","sex","birthy","jan00","feb00","mar00","apr00","may00","jun00","jul00","aug00","sep00","oct00","nov00","dec00"
157,6211,62,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","woman",1938,"D","D","D","D","D","D","D","D","D","D","D","D"
158,115451,31,"apprenticeship","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1969,"A","A","A","A","A","A","A","A","A","A","A","A"
159,57981,46,"university, higher specialized school","widower/widow",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1954,"A","A","A","A","A","A","A","A","C","C","C","C"
160,46521,60,"full-time vocational school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1940,"B","B","B","B","B","B","B","B","B","B","C","C"
161,101881,51,"apprenticeship","married",2,2,13,10,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","man",1949,"D","D","D","D","D","D","D","D","D","D","D","D"
162,5061,65,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Mixed agricultural communes","woman",1935,"D","D","D","D","D","D","D","D","D","D","D","D"
163,67011,59,"vocational high school","married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1941,"A","A","A","A","A","A","A","A","A","A","A","A"
164,148061,33,"apprenticeship","single, never married",2,1,2,2,"Ticino","Peripheral urban communes","man",1967,"A","A","A","A","A","A","A","A","A","A","A","A"
165,12921,75,"incomplete compulsory school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1925,"D","D","D","D","D","D","D","D","D","D","D","D"
166,27651,15,"incomplete compulsory school","single, never married",1,2,15,13,"Zurich","Wealthy communes","man",1985,"D","D","D","D","D","D","D","D","D","D","D","D"
167,76211,69,"vocational high school","married",2,0,-3,-3,"Zurich","Wealthy communes","man",1931,"D","D","D","D","D","D","D","D","D","D","D","D"
168,9181,31,"full-time vocational school","married",2,2,13,11,"Lake Geneva (VD, VS, GE)","Centres","woman",1969,"A","A","A","A","A","A","D","D","D","D","B","B"
169,44981,47,"compulsory school, elementary vocational training","married",2,2,5,3,"Ticino","Industrial and tertiary sector communes","man",1953,"B","B","B","B","B","B","B","B","B","B","A","A"
170,9101,65,"incomplete compulsory school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1935,"A","A","A","A","A","A","A","A","D","D","D","D"
171,58181,74,"apprenticeship","widower/widow",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1926,"D","D","D","D","D","D","D","D","D","D","D","D"
172,22461,22,"apprenticeship","single, never married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1978,"A","A","A","A","A","A","A","A","A","A","A","A"
173,71401,61,"full-time vocational school","widower/widow",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1939,"B","B","B","B","B","B","B","B","B","B","B","B"
174,34591,18,"compulsory school, elementary vocational training","single, never married",3,1,16,16,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","woman",1982,"A","A","A","A","A","A","A","A","A","A","A","A"
175,54801,38,"maturity","married",2,2,12,9,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1962,"B","B","B","B","B","B","B","B","B","B","B","B"
176,35732,27,"maturity","single, never married",2,0,-3,-3,"Zurich","Centres","man",1973,"C","C","C","C","C","C","D","D","C","C","C","C"
177,10901,64,"university, higher specialized school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1936,"A","A","A","A","A","A","A","A","A","D","D","D"
178,83961,24,"apprenticeship","single, never married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","man",1976,"B","B","B","B","B","B","B","B","B","B","B","A"
179,3901,35,"apprenticeship","married",2,1,1,1,"Lake Geneva (VD, VS, GE)","Wealthy communes","man",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
180,7161,69,"university, higher specialized school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1931,"B","B","B","B","B","B","B","B","C","C","C","C"
181,39461,18,"compulsory school, elementary vocational training","single, never married",5,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Industrial and tertiary sector communes","woman",1982,"D","D","D","D","D","D","D","D","D","D","D","D"
182,25301,48,"university, higher specialized school","married",2,2,14,12,"Zurich","Suburban communes","man",1952,"A","A","A","A","A","A","A","A","A","A","A","A"
183,65021,22,"compulsory school, elementary vocational training","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1978,"A","A","A","A","A","A","A","A","A","A","A","A"
184,50341,29,"full-time vocational school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1971,"A","A","A","A","A","A","A","A","A","A","A","A"
185,136961,40,"apprenticeship","married",2,4,16,11,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Tourist communes","woman",1960,"B","B","B","B","B","B","B","B","B","B","B","B"
186,13371,38,"university, higher specialized school","married",2,4,6,3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1962,"D","D","D","D","D","D","D","D","D","D","D","D"
187,108871,63,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Industrial and tertiary sector communes","man",1937,"D","D","D","D","D","D","D","D","D","D","D","D"
188,107951,23,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1977,"A","A","A","A","A","A","A","A","A","A","A","A"
189,93171,35,"apprenticeship","married",2,2,5,3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Mixed agricultural communes","woman",1965,"C","C","C","C","C","C","C","C","C","C","C","C"
190,66781,32,"apprenticeship","married",2,2,4,1,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1968,"D","D","D","D","D","D","D","D","D","C","C","C"
191,9181,26,"apprenticeship","married",2,2,13,11,"Lake Geneva (VD, VS, GE)","Centres","man",1974,"D","D","D","D","D","D","D","D","D","D","D","D"
192,89611,20,"apprenticeship","single, never married",5,1,14,14,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Industrial and tertiary sector communes","man",1980,"A","A","A","A","A","A","D","D","D","D","A","D"
193,110891,21,"apprenticeship","single, never married",3,0,-3,-3,"Zurich","Wealthy communes","woman",1979,"A","A","A","A","A","A","A","A","A","A","A","A"
194,23771,44,"apprenticeship","married",3,1,15,15,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","woman",1956,"C","C","C","C","C","C","C","C","C","C","C","B"
195,115231,75,"university, higher specialized school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1925,"D","D","D","D","D","D","D","D","D","D","D","D"
196,43501,72,"apprenticeship","single, never married",1,0,-3,-3,"Ticino","Centres","man",1928,"D","D","D","D","D","D","D","D","D","D","D","D"
197,62861,32,"maturity","married",2,3,5,0,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1968,"B","B","D","D","D","D","B","B","B","B","B","B"
198,97141,62,"university, higher specialized school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1938,"C","C","C","C","C","C","C","C","C","D","D","D"
199,35491,35,"vocational high education","single, never married",1,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
200,66181,14,"incomplete compulsory school","single, never married",2,5,14,3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1986,"D","D","D","D","D","D","D","D","D","D","D","D"
201,84441,46,"domestic science course, 1 year school of commerce","divorced",1,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Peripheral urban communes","woman",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
202,6121,15,"compulsory school, elementary vocational training","single, never married",3,1,15,15,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1985,"D","D","D","D","D","D","D","D","D","D","D","D"
203,94001,49,"full-time vocational school","divorced",1,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1951,"A","A","A","A","A","A","A","A","A","A","A","A"
204,120301,40,"apprenticeship","married",2,2,4,1,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","man",1960,"A","A","A","A","A","A","A","A","A","A","A","A"
205,123581,37,"apprenticeship","married",2,2,3,1,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
206,114821,31,"apprenticeship","divorced",1,2,6,5,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1969,"D","D","D","D","D","D","C","C","C","C","C","C"
207,124501,36,"vocational high school","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1964,"A","A","A","A","A","A","A","A","A","A","A","A"
208,57971,34,"technical or vocational school","married",2,3,7,3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1966,"B","B","B","B","B","B","B","B","B","B","B","B"
209,47081,65,"full-time vocational school","widower/widow",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1935,"D","D","D","D","D","D","D","D","D","D","D","D"
210,5201,54,"apprenticeship","married",2,2,17,15,"Lake Geneva (VD, VS, GE)","Wealthy communes","man",1946,"A","A","A","A","A","A","A","A","A","A","A","A"
211,11921,40,"university, higher specialized school","married",2,2,8,5,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1960,"C","C","C","C","C","C","C","D","D","D","D","D"
212,33091,36,"university, higher specialized school","married",2,2,6,4,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Suburban communes","man",1964,"A","A","A","A","A","A","A","A","A","A","A","A"
213,21681,37,"domestic science course, 1 year school of commerce","married",2,2,9,7,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1963,"D","D","D","D","D","D","D","D","D","D","D","C"
214,77111,35,"apprenticeship","married",2,5,8,3,"Zurich","Suburban communes","woman",1965,"D","D","D","D","D","D","D","D","D","C","C","C"
215,78811,40,"apprenticeship","married",2,2,10,8,"Zurich","Suburban communes","woman",1960,"D","D","D","D","D","D","D","D","D","D","D","D"
216,25521,31,"university, higher specialized school","married",2,2,2,0,"Zurich","Centres","man",1969,"A","A","A","A","A","A","A","A","A","A","A","A"
217,110431,46,"maturity","married",2,3,11,6,"Zurich","Wealthy communes","man",1954,"B","B","B","B","B","B","B","B","B","B","B","B"
218,68711,24,"vocational high education","single, never married",4,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1976,"A","A","A","A","A","A","A","A","A","A","A","A"
219,16621,15,"incomplete compulsory school","single, never married",2,2,17,15,"Middleland (BE, FR, SO, NE, JU)","Peripheral agricultural communes","woman",1985,"C","C","C","C","C","C","C","C","C","D","D","D"
220,4821,16,"compulsory school, elementary vocational training","single, never married",2,1,16,16,"Lake Geneva (VD, VS, GE)","Centres","woman",1984,"D","D","D","D","D","D","A","B","D","D","D","D"
221,9761,55,"apprenticeship","divorced",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1945,"C","C","C","C","C","C","C","C","B","B","B","B"
222,138191,37,"apprenticeship","married",2,2,15,13,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","woman",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
223,120431,42,"apprenticeship","married",2,2,10,10,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1958,"A","A","A","A","A","A","A","A","A","A","A","A"
224,108371,55,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
225,10101,35,"apprenticeship","married",2,2,9,6,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1965,"B","B","B","B","B","B","B","B","B","B","B","B"
226,44831,61,"vocational high education","married",3,0,-3,-3,"Ticino","Suburban communes","man",1939,"A","A","A","A","A","A","A","A","A","A","B","B"
227,125091,59,"maturity","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1941,"D","D","D","D","D","D","D","D","D","D","D","D"
228,59201,50,"full-time vocational school","married",4,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1950,"A","A","A","A","A","A","A","A","A","A","A","A"
229,1571,32,"compulsory school, elementary vocational training","married",2,2,5,5,"Lake Geneva (VD, VS, GE)","Centres","woman",1968,"D","D","D","D","D","D","D","D","D","D","D","D"
230,57461,28,"maturity","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1972,"A","A","A","A","A","A","A","A","A","A","A","A"
231,94011,63,"domestic science course, 1 year school of commerce","single, never married",1,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1937,"D","D","D","D","D","D","D","D","D","D","D","D"
232,4081,45,"university, higher specialized school","married",2,2,15,12,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","man",1955,"A","A","A","A","A","A","A","A","A","A","A","A"
233,43521,50,"university, higher specialized school","married",4,0,-3,-3,"Ticino","Peripheral urban communes","man",1950,"A","A","A","A","A","A","A","A","A","A","A","A"
234,79131,22,"apprenticeship","single, never married",4,0,-3,-3,"Zurich","Suburban communes","man",1978,"A","A","A","A","A","A","D","D","D","B","D","C"
235,75011,55,"vocational high education","divorced",2,0,-3,-3,"Zurich","Wealthy communes","man",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
236,79051,77,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Zurich","Wealthy communes","man",1923,"D","D","D","D","D","D","D","D","D","D","D","D"
237,101011,19,"general training school","single, never married",4,1,17,17,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1981,"D","D","D","D","D","D","D","B","B","B","A","A"
238,78931,44,"apprenticeship","divorced",1,3,12,6,"Zurich","Suburban communes","woman",1956,"D","D","D","D","D","D","D","D","D","C","C","C"
239,25161,72,"vocational high education","married",2,0,-3,-3,"Zurich","Suburban communes","man",1928,"D","D","D","D","D","D","D","D","D","D","D","D"
240,39991,30,"apprenticeship","single, never married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Centres","woman",1970,"A","A","A","A","A","A","A","A","A","A","A","A"
241,47491,44,"apprenticeship","married",2,1,12,12,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1956,"B","B","B","B","B","B","B","B","B","B","B","B"
242,16451,24,"apprenticeship","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1976,"A","A","A","A","A","A","A","A","A","A","A","A"
243,122801,18,"compulsory school, elementary vocational training","single, never married",4,2,14,9,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1982,"D","D","D","D","D","D","D","B","D","D","D","D"
244,77471,22,"university, higher specialized school","single, never married",2,0,-3,-3,"Zurich","Centres","man",1978,"B","B","B","B","B","B","B","B","B","B","B","B"
245,26521,46,"apprenticeship","married",2,0,-3,-3,"Zurich","Rural commuter communes","woman",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
246,75011,55,"apprenticeship","single, never married",2,0,-3,-3,"Zurich","Wealthy communes","woman",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
247,98752,23,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1977,"A","A","A","A","A","A","A","A","A","A","A","A"
248,110591,34,"apprenticeship","single, never married",1,0,-3,-3,"Zurich","Suburban communes","man",1966,"A","A","A","A","A","A","A","A","A","A","A","A"
249,3621,42,"apprenticeship","married",2,2,7,6,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","man",1958,"A","A","A","A","A","A","A","A","A","A","A","A"
250,98321,42,"vocational high school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1958,"A","A","A","A","A","A","A","A","A","A","A","A"
251,115501,52,"compulsory school, elementary vocational training","married",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1948,"D","D","D","D","D","D","D","D","D","D","D","D"
252,136961,15,"incomplete compulsory school","single, never married",2,4,16,11,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Tourist communes","man",1985,"D","D","D","D","D","D","D","D","D","D","D","D"
