"family1","family13","family25","family37","family49","family61","family73","family85","family97","family109","family121","family133","family145","family157","family169","family181","family193","family205","family217","family229","family241","family253"
"COH","MARc1","LATc","LATc","LATc","LATc","Sc","Sc","Sc","Sc","Sc","LATc","LATc","Sc","Sc","Sc","Sc","LATc","LATc","Sc","LATc","LATc"
"S","S","S","S","S","S","S","LAT","LAT","LAT","COH","S","S","S","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+"
"S","S","LAT","LAT","S","S","S","LAT","S","S","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","Sc","Sc","Sc","Sc"
"LAT","S","LAT","LAT","S","S","LAT","LAT","LAT","LAT","S","S","S","LAT","COH","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","LAT","LAT","LAT","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"COH","COH","COH","COH","COH","COH","COH","S","S","S","COH","COHc","COHc","COHc","COHc","Sc","Sc","Sc","LATc","Sc","Sc","Sc"
"S","S","S","S","S","S","LAT","LAT","COH","COH","COH","COH","COHc","COHc","COHc","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","S","S","S","LAT","S","S","S","S","LAT","S","S","LAT","LAT","LAT","MAR","MAR","MAR","MAR","MAR"
"S","S","S","S","S","S","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","S","S","S","S","S"
"COH","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","LAT","S","S","LAT","LAT","LAT","LAT","S","S","S","LAT"
"LAT","COH","COH","COHc","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","LAT","LAT","COH","COH","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","LAT","LAT","LAT","LAT","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","S","LAT","LAT","LAT","COH","COH","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","LAT","S","S","S","LAT","LAT","LAT","COH","COH","COH","MAR","MAR","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","LAT","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","LAT","LAT","S","S","S","S","S","S","LAT","COH","COH","COH","COH","COH","COH","COH","S","S","COH","COHc"
"S","S","S","S","S","S","LAT","LAT","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","LAT","LAT","COH","COH","COH","COH","COH","COHc","COHc","COHc","MARc1","MARc1","MARc1","COHc","COHc","Sc","Sc","Sc"
"LAT","S","S","S","S","S","LAT","LAT","LATc","LATc","LATc","LATc","LATc","LATc","LATc","LATc","LATc","LATc","LATc","LATc","LATc","LATc"
"S","S","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","MAR","MAR","MAR","MAR","LAT","LAT"
"S","LAT","LAT","LAT","LAT","COH","COH","LAT","LAT","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"LAT","COH","COH","COH","COH","S","S","LAT","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","S","LAT","COH","COH","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","S","S","LAT","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","LAT","LAT","LAT","LAT","S","LAT","LAT","COH","COH","COH","COH","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","MARc1","MARc1","MARc2+","MARc2+"
"S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","COH","COH","COH","COHc","COHc","COHc","LATc","LATc","LATc","COHc","COHc","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+"
"COH","LAT","S","S","COH","COH","COH","COH","COH","COH","COH","COH","COHc","COHc","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","LAT","S","S","S","S","S","S","S","S","S","S","S","COH","COH","COH","MAR","MARc1","MARc1","MARc1","MARc1"
"S","LAT","LAT","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","S","S","S","S","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1"
"LAT","LAT","LAT","LAT","COH","S","S","LAT","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","LAT","LAT","LAT","COH","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","S","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","LAT","COH","COH","COH","COH","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","S","S","S","S","S"
"S","S","COH","COH","COH","COH","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","S","S","LAT","LAT","LAT","LAT","COH","LAT","LAT","LAT","S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","MAR"
"S","S","S","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","S","LAT","Sc","Sc","Sc","Sc","Sc","Sc","Sc"
"S","S","S","S","S","LAT","LAT","LAT","S","LAT","COH","COH","COH","S","LAT","LAT","MAR","MAR","MAR","MARc1","MARc1","MARc2+"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","LAT","COH","COH","COH","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","COH","COH","COH","COH","LAT","LAT","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"S","S","S","S","S","LAT","LAT","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S"
"S","COH","COHc","COHc","Sc","Sc","Sc","Sc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","S","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","S","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","LATc","Sc"
"S","S","S","S","S","S","LAT","S","S","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH"
"S","S","S","LAT","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","COH","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","LATc","LATc","LATc","LATc","LATc","COHc","Sc","Sc"
"LAT","S","S","LAT","LAT","LAT","LAT","LAT","LAT","COH","MAR","MAR","MAR","LAT","LAT","COH","COH","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH"
"LAT","COH","COH","COH","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","COH","MARc1","MARc1","MARc1"
"LAT","LAT","LAT","LAT","S","S","S","S","S","COH","COH","COH","MAR","MAR","LAT","LAT","LAT","COH","COH","MARc1","MARc1","MARc2+"
"LAT","LAT","S","S","LAT","S","S","LAT","LAT","COH","COH","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","LAT","S","S","LAT","LAT","LAT","COHc","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+"
"LAT","LAT","S","LAT","LAT","COH","COH","LAT","S","LAT","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S"
"S","S","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","S","S","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+"
"LAT","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","LAT","LAT","LAT","S","S","S","S","S","S","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","LAT","COH","COH","COH","COH","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT"
"S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","LAT","S","S","S"
"S","LAT","LAT","S","LAT","LAT","LAT","LAT","S","LAT","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","LAT","LAT","LAT","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1"
"S","S","LAT","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","S","LAT","COH","COH","COH","COH","COHc","COHc","COHc","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","S","S","S","S","S","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","LAT","LAT","LAT","S","S","S","S","LAT","COH","COH","COH","COH","LAT","S","S","S","S","S","S"
"LAT","LAT","COH","COH","COH","COH","COH","COH","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COH","MAR","MAR","MAR","COH","COH","COH","COH","COH","COH","COH","COH"
"LAT","COHc","COHc","COHc","Sc","Sc","Sc","LATc","LATc","LATc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","LATc","LATc"
"S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COHc","COHc","Sc","Sc","Sc","Sc","Sc","Sc","LATc","LATc"
"S","S","S","LAT","LAT","LAT","LAT","LAT","COH","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","S","S","S","S","S","S","LAT","LAT","COH","COH","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+"
"LAT","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","LAT","LAT","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","LAT","S","LAT","COH","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","COH","COH","COH","COH","COH","COH","COH","COH","LAT","COH","COH","COH","MAR","MAR","MAR","MAR","COH","COH","COH","COH"
"LAT","LAT","LAT","LAT","LAT","COH","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+"
"S","LAT","LAT","S","LAT","S","S","S","LAT","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+"
"S","S","S","LAT","COH","S","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR"
"LAT","LAT","LAT","LAT","COH","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","S","COH","COH","COH","COH","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","S","S","COH","COH","S","S","S","S","S","S","LAT","LAT","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","Sc","Sc"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","S","S","S"
"LAT","S","S","S","S","S","S","LATc","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH"
"COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","LAT","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1"
"S","S","S","S","LAT","COH","LAT","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","MAR"
"LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","COH","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","Sc","LATc","LATc"
"S","S","S","S","S","S","S","S","LAT","S","LAT","COH","COH","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","S","S","LAT","LAT","S","S","S","S","LAT","LAT","S","S","LAT","COHc","Sc","Sc","Sc","Sc","Sc","Sc","LATc"
"S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","S","LAT","LAT","LAT","LAT","COH","COH","COH","COH","S","LAT","LAT"
"S","S","S","S","S","S","S","S","S","COH","COH","COH","COH","COH","COH","MAR","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","S","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","LAT","COH","COH","COH","COH","S","S","S","S","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"S","LAT","LAT","LAT","LAT","COH","LAT","LAT","LAT","LAT","LAT","COHc","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","COH","MAR","MARc1","MARc1","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","LATc","LATc","COHc","COHc","COHc","COHc","COHc"
"LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COH","COH","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","COH","COH","COH","COH","COH","COH","COH","COH","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","LAT","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","S","S","S","S","S","S","S","LAT","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"S","S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COHc","MARc1","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","LAT","S","S","S","S","S","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","S","LAT","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","COH","Sc","Sc","Sc","Sc","LATc","COHc","COHc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","LATc"
"S","S","S","S","S","LAT","LAT","LAT","S","S","S","S","COH","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc"
"S","S","S","S","S","S","S","S","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","LAT","LAT","LAT","LAT","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","LAT","LAT","LAT","S","S","S","S","LAT","COH","COH","COH","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LATc","Sc","LATc","LATc","LATc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COH","COH","COHc","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","LAT","LAT","LAT","S","S","S","LAT","COH","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COHc","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","LAT","LAT","LAT","S","S","S","S","S","S","S","S","LAT","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc"
"S","LAT","COH","COH","COH","COH","S","S","S","S","LAT","COH","COH","S","S","S","S","COH","S","S","S","Sc"
"S","S","S","S","S","S","S","S","S","S","S","S","S","LAT","LAT","LAT","LAT","S","LAT","LAT","MAR","MAR"
"S","S","S","LAT","LAT","LAT","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1"
"S","S","LAT","LAT","LAT","LAT","S","LAT","LAT","S","S","S","S","LAT","LAT","LAT","LAT","COH","MAR","MARc1","MARc1","MARc2+"
"S","COH","COH","COH","LAT","S","S","S","LAT","LAT","S","S","S","S","S","S","S","S","S","S","LAT","LAT"
"S","S","S","S","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COHc","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","COH","COH","LAT","MAR","MARc1","MARc1","MARc1","MARc1","LATc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+"
"S","S","S","S","S","S","S","LAT","LAT","S","LAT","LAT","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR"
"S","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","S","S","S","S","S","COH","MARc1","MARc1","MARc2+","MARc2+","MARc2+","Sc"
"COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","Sc","Sc","Sc","LATc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","Sc","Sc","Sc","Sc","Sc","Sc","Sc","Sc","COHc","Sc","Sc"
"COH","COH","COH","COH","COH","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","LAT","S","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COH","S","COH","COHc","MARc1","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","Sc","Sc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","LAT","LAT","LAT","LATc","COHc"
"LAT","LAT","S","S","S","LAT","COH","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","S","LAT","LAT","LAT","LAT","COH","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","COH","COH","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+"
"LAT","LAT","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
